6.339416	-3.8339267	-2.433059	-2.877127	-6.653729	-0.038467094	-1.2296478	-6.974592	-0.06733687	2.0982764	-6.563711	-2.6480641	-1.4789208	1.3577839	0.48984903	2.074043
2.8029306	-6.234259	-2.4760275	-0.24701568	-8.361025	3.4159365	0.14548366	-5.879615	1.9899522	-2.5666533	-4.3541594	-3.756049	3.8199666	5.6989584	-0.76120526	2.7203107
0.5647758	5.491137	1.4584417	-2.2259905	0.026809983	0.6299108	-3.8019142	-7.294973	0.27363208	-2.7999318	1.1856657	-2.694717	3.3866506	0.43711868	-3.535459	8.694593
4.1921816	-4.168697	-6.3162074	-2.28082	-8.072352	3.0972497	-0.005905211	-5.2259226	2.2875152	0.8347822	-1.5684613	3.2927775	1.6084006	3.150692	2.2555504	-0.25356168
-2.8909357	-1.1049323	5.43159	-2.815911	-2.5873356	0.21714015	2.3153143	1.9568186	0.7975333	3.9488604	-3.8840668	-3.6792796	-1.6767409	-0.94402474	-0.8891632	4.026671
-0.29054517	-0.14234637	3.3405573	-0.91135764	-2.6422367	1.1182032	0.5597858	0.076817915	1.5120627	-1.5253963	1.728455	-0.2111737	2.4334848	-3.0334294	2.3527448	-1.2213085
-1.0489771	0.1623493	-3.5010562	-1.2098707	2.8514476	2.3106532	-0.9706191	1.1404595	2.9577267	5.0546627	2.7733839	0.7120359	2.5528965	-1.0374101	0.067301854	5.4472566
-1.6138448	-2.5999167	1.0891275	2.3676074	-2.267328	0.28137726	1.4366015	0.4161382	1.257448	3.3727798	-1.3068563	-2.1915476	-2.4073486	-1.7730734	0.23512827	4.269455
6.6085615	4.5474515	1.8334748	0.7362102	-4.578789	4.7576456	-6.8240676	1.6470494	-3.8247848	-2.4507244	-2.934734	7.266937	-6.1747665	5.130863	-7.1443987	2.479481
-0.96684027	0.8539769	1.8242353	-0.093254074	-2.441778	-1.0571495	1.4465717	-3.8454	2.8417	1.2454888	-0.5099457	-1.8640553	3.7239766	-2.1220248	1.0508653	2.370686
-0.24376175	0.67070407	1.2445104	4.055387	-5.0658607	-1.0789338	2.5110605	0.3200227	0.17451933	1.2695843	-4.007472	2.0700028	-1.0312272	-4.39767	4.2967286	3.8427682
2.9587574	-6.2416415	-5.784288	-3.7753367	-8.196963	-0.7754381	0.8995954	-8.102276	0.92991036	-0.14071015	-3.667255	-5.982455	3.485591	-0.44350496	-2.2671597	4.188435
-3.673948	2.8290536	1.6587384	-0.5453166	-2.8583524	-1.5205796	1.5173022	-4.645015	4.103682	1.0261497	-7.162077	-4.5748	-1.4532633	0.78523606	5.8471775	8.122844
